Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-1847.015	-2127.97	280.955	0.00759389	0.00620139	0.0161021	0.0122979	0.0271596	0.00615395	0.00697759	0.0367498	0.0243463	0.0147355	0.0340668	0.00527444	0.00822878	0.00456467	0.000393213	0.0162165	0.00725381	0.00918107	0.0402031	0.000641246	0.00340215	0.0188939	0.0296401	0.0117913	0.0151663	0.000569486	0.0321391	0.0182854	0.0450664	0.0522265	0.0989822	0.0138345	0.0223475	0.00957618	0.0042807	0.0244549	0.0150473	0.0352667	0.00648154	0.00330588	0.0348394	0.0183075	0.00281784	0.029673	0.00293251	7.02012e-05	0.00362432	0.0165804	0.0214973	0.0325548	0.0167856	0.0151878	0.00167962	0.00778308	0.015372	9.62272e-05	0.0214277	0.0167306	0.00135349	0.00311372	0.0111301	0.00662897	0.00983635	0.0100438	0.00725381	0.00797153	0.00390991	0.00260625	0.0143742	0.0214385	0.109196	0.0604521	0.0580918	0.014993	0.0378048	0.0150678	0.013802	0.00325339	0.0192888	0.0130624	0.0688495	0.00790739	0.0267312	0.0314016	0.0232446	0.00945628	0.0453243	0.0161527	0.0631475	0.00991703	0.00599762	0.0139939	0.00475887	0.042925	0.00114258	0.0198422	0.0154443	0.00179412	0.0532635	0.00195395	0.0533598	0.0164589	0.0577662	0.00385434	0.0181886	0.00685233	0.00985316	0.017366	0.00723765	0.0131572	0.0114424	0.00648038	0.00637326	0.0400669	0.0172557	0.0180092	0.00370776	0.0352912	0.0308619	0.00288933	0.00540124	0.0476814	0.0052502	0.0218034	0.0723355	0.00921797	0.00360306	0.00335638	0.0433342	0.106428	0.011723	0.0146019	0.013141	0.0145361	0.0127663	0.00499844	0.00182862	0.0326101	0.000632965	0.0107301	0.0104383	0.0175738	0.0353761	0.0037084	0.0408958	0.701102	1.09197	0.4772505	1.52275	0.137523	0.379999	0.739435	1.35238	2.63158	7.27153	1.434544	3.190671	0.1975548	0.002682	0.0021902	0.00568691	0.00434335	0.00959222	0.00217345	0.00246434	0.0129793	0.00859861	0.00520427	0.0120317	0.00186282	0.00290623	0.00161215	0.000138875	0.00572731	0.00256189	0.00324256	0.0141989	0.000226475	0.00120157	0.00667292	0.0104683	0.00416445	0.00535641	0.000201131	0.0113509	0.00645801	0.0159165	0.0184453	0.0349584	0.00488605	0.00789268	0.00338211	0.00151185	0.00863696	0.00531438	0.0124555	0.00228915	0.00116757	0.0123045	0.00646584	0.000995202	0.0104799	0.0010357	2.47936e-05	0.00128003	0.00585586	0.0075924	0.0114977	0.00592833	0.00536403	0.000593206	0.00274882	0.00542906	3.39854e-05	0.00756782	0.00590889	0.000478025	0.0010997	0.00393091	0.00234121	0.00347399	0.00354726	0.00256189	0.00281538	0.0013809	0.000920472	0.00507665	0.00757161	0.0385657	0.0213504	0.0205168	0.00529521	0.0133519	0.00532162	0.00487456	0.00114903	0.00681241	0.00461336	0.0243162	0.00279272	0.0094409	0.0110904	0.00820951	0.00333976	0.0160076	0.00570478	0.0223024	0.00350249	0.00211823	0.00494236	0.00168073	0.0151602	0.000403536	0.00700784	0.00545459	0.000633644	0.0188116	0.000690095	0.0188456	0.00581295	0.0204018	0.00136127	0.00642382	0.0024201	0.00347993	0.00613331	0.00255619	0.00464684	0.00404123	0.00228874	0.0022509	0.0141508	0.00609435	0.00636046	0.0013095	0.0124641	0.0108998	0.00102045	0.0019076	0.0168401	0.00185426	0.00770049	0.0255474	0.00325559	0.00127253	0.0011854	0.0153047	0.0375882	0.00414031	0.00515709	0.00464114	0.00513386	0.0045088	0.00176534	0.00064583	0.0115172	0.00022355	0.00378963	0.00368659	0.00620669	0.0124941	0.00130973	0.0144435	0.761375	0.238625	2.831425
36	-1834.98	-2113.483	278.5026	0.018865	0.0166981	0.0356889	0.00257343	0.0872965	0.0609332	0.0111086	0.0108839	0.0233604	0.00917039	0.0489415	0.00902035	0.0082303	0.00431621	0.000969802	0.00964018	0.048907	0.00552668	0.0574416	0.000213268	0.00140073	0.0579751	0.0465206	0.0292549	0.0183678	0.0148125	0.0630915	0.0751555	0.0740847	0.0345729	0.0466346	0.0220469	0.00192438	0.0382989	0.00821849	0.057559	0.00436704	0.00657065	0.010181	0.00458492	0.0433705	0.0141143	0.0193854	0.0267971	0.00642812	0.000196268	0.0145495	0.00235899	0.0440239	0.0402922	0.0385787	0.0179882	0.00453598	0.0209448	0.0199317	0.0220844	0.0389457	0.0384708	0.00804953	0.000469011	0.010493	0.0126947	0.00482902	0.00254185	0.0221034	0.00737084	0.00163437	0.0110468	0.00121748	0.023325	0.062634	0.118787	0.175454	0.0801227	0.0462117	0.022773	0.0213646	0.0149784	0.0228996	0.0189981	0.00434752	0.012516	0.0833175	0.0362078	0.00773218	0.0173976	0.00416558	0.00999806	0.0208657	0.000921027	0.0173475	0.028803	0.00252018	0.0134621	0.0196661	0.0292573	0.00124838	0.0063012	0.0482442	0.114071	0.054641	0.0133577	0.00658187	0.00527328	0.0167573	0.0246251	0.0104469	0.0167617	0.00524236	0.00929715	0.0208317	0.0406928	0.0276046	0.040494	0.00745543	0.0471391	0.0905534	0.0352918	0.112559	0.0451155	0.00850041	0.0102881	0.00132072	0.00349655	0.0498509	0.0054454	0.173889	0.0160694	0.0288591	0.00731001	0.0111324	0.0181674	0.00171302	0.0169937	0.0118537	0.0221999	0.0518306	0.00961165	0.0500902	0.00554993	0.10274	0.0443484	0.0279298	0.0253745	0.0291762	0.901735	1.03024	0.3936524	1.606348	0.161276	0.410705	0.75758	1.31999	2.43484	6.20056	1.31934	4.080625	0.2693141	0.00467969	0.00414215	0.00885305	0.000638369	0.0216549	0.0151152	0.00275561	0.00269988	0.00579481	0.00227482	0.0121405	0.0022376	0.00204162	0.00107069	0.000240571	0.00239136	0.012132	0.00137096	0.0142491	5.29037e-05	0.000347467	0.0143814	0.01154	0.00725701	0.00455635	0.00367441	0.0156506	0.0186432	0.0183776	0.00857621	0.0115683	0.00546899	0.000477364	0.0095005	0.00203869	0.0142782	0.0010833	0.00162993	0.00252551	0.00113734	0.0107586	0.00350121	0.00480877	0.00664733	0.00159457	4.86866e-05	0.00360918	0.000585175	0.0109207	0.00999496	0.0095699	0.00446219	0.0011252	0.00519562	0.00494429	0.00547829	0.00966095	0.00954314	0.00199678	0.000116344	0.0026029	0.00314906	0.0011979	0.000630537	0.005483	0.00182842	0.000405424	0.00274029	0.00030201	0.00578603	0.0155371	0.0294664	0.0435234	0.0198754	0.0114634	0.0056491	0.00529974	0.00371556	0.00568051	0.0047127	0.00107845	0.00310473	0.0206679	0.00898178	0.00191806	0.00431568	0.00103332	0.00248014	0.00517599	0.000228472	0.00430326	0.00714493	0.00062516	0.00333943	0.0048784	0.00725762	0.000309674	0.00156309	0.0119675	0.0282968	0.0135543	0.00331354	0.00163271	0.0013081	0.00415685	0.00610854	0.00259147	0.00415794	0.00130043	0.00230627	0.00516754	0.0100943	0.00684766	0.010045	0.00184941	0.0116934	0.0224628	0.00875455	0.0279215	0.0111914	0.00210863	0.00255208	0.00032762	0.000867361	0.0123661	0.0013508	0.0431351	0.0039862	0.00715885	0.00181333	0.00276153	0.00450663	0.000424936	0.0042155	0.00294046	0.00550696	0.0128572	0.00238428	0.0124255	0.00137673	0.0254858	0.0110011	0.00692832	0.00629445	0.0072375	0.803174	0.196826	4.031253
72	-1830.104	-2112.146	282.0429	0.0251161	0.00449974	0.0136462	0.00685183	0.0716659	0.0243699	0.0106608	0.0129891	0.0144689	0.0163116	0.0112634	0.00516287	0.0059843	0.00117119	0.00574423	0.00802787	0.0285247	0.00278205	0.014213	0.00481388	0.000444084	0.0554798	0.023468	0.00927714	0.0245055	0.0131797	0.0427786	0.00367549	0.0339249	0.0475112	0.045135	0.0196468	0.0055492	0.0243899	0.00307682	0.0350993	0.000278277	0.0229568	0.00158555	0.00625163	0.0260981	0.00853563	0.00434453	0.0144342	0.00885557	0.00108748	0.00843669	0.000513542	0.0285637	0.00873732	0.00732724	0.00886015	0.00220376	0.0119028	0.00594677	0.00575758	0.0245447	0.00501749	0.00833369	0.000126397	0.000319698	0.00466003	0.00848849	0.00524488	0.0147867	0.0202543	0.00588087	0.0107812	0.00379483	0.0145838	0.0538467	0.0655175	0.0403895	0.0150599	0.0143679	0.0122706	0.00694874	0.0016235	0.00565568	0.00324251	0.000662476	0.00859501	0.0174163	0.0106273	0.000861235	0.0164902	0.000757864	0.0245728	0.0224737	0.000757539	0.0199563	0.00753634	0.00394799	0.0052055	0.020281	0.00154017	0.0139614	0.00372991	0.0389189	0.0837335	0.0385901	0.0043493	0.0128651	0.0248588	0.0194105	0.021855	0.00660746	0.0019379	0.00636275	0.00503104	0.00733118	0.0169365	0.0258439	0.024499	0.0023206	0.0149396	0.0406412	0.0319863	0.0634929	0.00624087	0.00069818	0.0102889	0.00571188	0.00775318	0.0256284	0.00464078	0.0263229	0.00774988	0.00641822	0.0142533	0.00161661	0.00174792	0.00457298	0.0108883	0.0159602	0.000846596	0.0494332	0.000875798	0.013214	0.00640095	0.0649812	0.0232291	0.0112004	0.00511719	0.00872156	0.644565	1.10936	0.5181832	1.481817	0.118981	0.354085	0.723319	1.38252	2.82418	8.40472	1.539264	2.859639	0.1787761	0.0113636	0.00203588	0.00617414	0.00310006	0.0324247	0.011026	0.00482341	0.00587682	0.00654635	0.00738005	0.00509604	0.00233591	0.00270756	0.000529899	0.00259894	0.00363215	0.0129058	0.00125872	0.00643058	0.00217801	0.000200923	0.0251015	0.0106179	0.00419738	0.0110873	0.00596307	0.0193549	0.00166295	0.0153491	0.0214961	0.020421	0.00888904	0.0025107	0.011035	0.00139209	0.0158805	0.000125904	0.0103866	0.000717369	0.00282851	0.0118079	0.00386189	0.00196565	0.00653065	0.00400664	0.000492024	0.00381712	0.000232349	0.0129234	0.00395314	0.00331516	0.00400871	0.000997076	0.00538534	0.00269057	0.00260498	0.0111051	0.00227013	0.00377052	5.71872e-05	0.000144645	0.0021084	0.00384056	0.00237301	0.00669013	0.00916393	0.00266076	0.00487788	0.00171695	0.00659833	0.0243626	0.0296429	0.018274	0.00681374	0.00650067	0.00555172	0.00314391	0.000734541	0.00255887	0.00146705	0.000299733	0.00388875	0.00787987	0.00480826	0.00038966	0.00746088	0.00034289	0.0111178	0.0101681	0.000342743	0.00902911	0.00340977	0.00178624	0.00235519	0.00917602	0.000696839	0.00631674	0.00168757	0.0176086	0.0378846	0.0174598	0.00196781	0.00582071	0.0112472	0.00878213	0.00988815	0.0029895	0.00087679	0.00287878	0.00227626	0.00331694	0.00766281	0.0116929	0.0110844	0.00104994	0.0067593	0.0183878	0.014472	0.0287269	0.00282364	0.000315886	0.00465513	0.0025843	0.00350787	0.0115954	0.00209969	0.0119096	0.00350638	0.00290388	0.0064488	0.000731423	0.000790836	0.00206901	0.00492633	0.00722106	0.000383037	0.0223657	0.000396249	0.00597858	0.00289606	0.0294003	0.0105099	0.00506753	0.00231524	0.00394601	0.740908	0.259092	2.210223
108	-1850.379	-2130.938	280.5585	0.0344823	0.00123338	0.0218935	0.0166457	0.0392594	0.0253936	0.00622195	0.0154742	0.0371394	0.00682351	0.0082774	0.0034186	0.0126783	0.0101882	0.00330304	0.014278	0.0224316	0.00697867	0.016888	0.00901326	0.0116461	0.0449933	0.0021948	0.0243149	0.0313959	0.0152779	0.0399409	0.0293321	0.0323289	0.0506632	0.12528	0.0390312	0.00745729	0.00710906	0.0101493	0.0186429	0.0198599	0.0181297	0.000538699	9.10559e-05	0.0140783	0.0126625	0.00682499	0.0171456	0.00111242	0.00098243	0.0255709	0.0112694	0.0403108	0.027716	0.0259306	0.00202284	0.0030693	0.00550319	0.00138964	0.00555732	0.0339596	0.00862071	0.00728514	0.00429154	0.00106688	0.00612052	0.020127	0.0117964	0.022578	0.065941	0.00200854	0.0131924	0.00286997	0.0147855	0.133815	0.0683423	0.0815751	0.0257455	0.0226406	0.0203797	0.0270104	0.00719803	0.0270184	0.00464899	0.150969	0.0100419	0.0801016	0.0513727	0.0596399	0.0282511	0.00166408	0.00376951	0.0229463	0.0323591	0.0387724	0.0045799	0.00194481	0.00477631	0.00897555	0.0337375	0.00752881	0.00486069	0.0464478	0.00975598	0.114245	0.00197395	0.0092687	0.00328952	0.0335368	0.0142959	0.00708015	0.0664737	0.000949546	0.00622478	0.00826409	0.00101513	0.00228038	0.0249071	0.00278661	0.0163821	0.0187308	0.0113935	0.00362055	0.0398729	0.00039072	0.0276169	0.0317315	0.0529899	0.071002	0.0130759	0.0430138	0.0110025	0.022406	0.105662	0.0250217	0.013448	0.00673903	0.000386122	0.0299521	0.00159816	0.000607587	0.0258433	0.00278565	0.0248121	0.0257024	0.0400101	0.0333906	0.00939199	0.0340236	0.664807	1.10314	0.604871	1.395129	0.132386	0.37301	0.735164	1.36024	2.6809	7.55368	1.46207	2.30649	0.1854315	0.010398	0.000371921	0.00660188	0.00501943	0.0118385	0.00765731	0.0018762	0.00466617	0.0111992	0.0020576	0.00249601	0.00103086	0.00382307	0.0030722	0.000996015	0.00430547	0.00676413	0.00210438	0.00509248	0.0027179	0.00351183	0.0135675	0.00066183	0.00733204	0.00946728	0.00460698	0.012044	0.00884496	0.00974862	0.0152773	0.0377775	0.0117697	0.00224871	0.0021437	0.00306048	0.00562166	0.00598867	0.00546693	0.000162442	2.74575e-05	0.00424525	0.00381831	0.00205804	0.00517018	0.000335444	0.000296247	0.00771079	0.00339823	0.0121555	0.00835763	0.00781924	0.000609978	0.000925532	0.00165946	0.000419038	0.00167578	0.0102404	0.00259953	0.0021968	0.00129409	0.000321713	0.00184561	0.00606921	0.00355713	0.00680827	0.0198842	0.000605666	0.00397809	0.000865425	0.0044585	0.0403513	0.0206083	0.0245986	0.00776344	0.00682717	0.0061454	0.00814486	0.00217053	0.00814728	0.00140188	0.0455241	0.0030281	0.0241543	0.0154912	0.0179841	0.00851898	0.000501797	0.00113668	0.00691934	0.00975773	0.0116916	0.00138105	0.000586447	0.00144027	0.00270653	0.0101734	0.00227028	0.00146572	0.0140061	0.00294187	0.0344502	0.000595235	0.00279493	0.000991938	0.0101129	0.00431087	0.00213498	0.0200448	0.000286331	0.00187705	0.002492	0.000306106	0.000687639	0.0075106	0.000840289	0.00493995	0.0056482	0.00343566	0.00109176	0.0120235	0.00011782	0.00832775	0.00956849	0.0159788	0.0214103	0.00394297	0.0129706	0.00331775	0.00675641	0.0318618	0.00754518	0.00405517	0.00203212	0.000116433	0.0090319	0.000481916	0.000183215	0.00779292	0.00084	0.00748196	0.00775044	0.0120648	0.0100688	0.00283211	0.0102596	0.697564	0.302436	3.316253
144	-1818.871	-2099.761	280.8907	0.0136144	0.0027503	0.0274267	0.00761037	0.0325373	0.0220983	0.0164524	0.00550938	0.00722255	0.0103813	0.00877772	0.0120026	0.00472281	0.00738304	0.000616994	0.00752386	0.011344	0.0178159	0.00336798	0.00255425	0.00218366	0.0198967	0.0196678	0.0121647	0.0127258	0.00145374	0.0092649	0.00562623	0.0549223	0.029524	0.0475804	0.0416542	0.00436004	0.0144262	0.0182118	0.0341962	0.0151979	0.0241244	0.00255761	9.94312e-05	0.0394138	0.0402817	0.000400787	0.0331533	0.00426456	0.000191561	0.0202393	0.00216693	0.0242668	0.0160593	0.0120991	0.0325355	0.0171923	0.00546831	0.0116495	0.00596189	0.0252663	0.0234559	0.00231438	0.000607111	0.000154373	0.0072247	0.00596008	0.00559954	0.00741005	0.0232019	0.00154027	0.0142423	0.00102224	0.0254169	0.186229	0.0850164	0.0473127	0.0436877	0.0981447	0.0205106	0.0533637	0.0188489	0.0403862	0.0170744	0.00200393	0.00424457	0.0103344	0.0374918	0.0109618	0.00317946	0.0284032	0.106513	0.0271441	0.0178681	0.0275192	0.00657765	0.00687817	0.0156407	0.00222923	0.000271177	0.0157541	0.0320047	0.0242708	0.0202527	0.0477542	0.0159121	0.00161102	0.00408358	0.0102966	0.0124417	0.0307031	0.013085	0.0196855	0.00919606	0.00206499	0.0071	0.0378565	0.0237305	0.0102028	0.0139632	0.00384248	0.0175529	0.0538183	0.0971319	0.00333027	0.0219838	0.0289391	0.0013117	0.0132418	0.062757	0.000855742	0.00697544	0.00146632	0.0426745	0.00898448	0.021592	0.0640757	0.00892504	0.0141443	0.0284101	0.00569953	0.0166334	0.00866239	0.0599579	0.0271723	0.00852941	0.0563143	0.00916678	0.020073	0.661352	1.1042	0.5241045	1.475895	0.135446	0.377189	0.737725	1.35552	2.65119	7.38304	1.445549	2.816033	0.1842901	0.00456195	0.000921578	0.00919022	0.0025501	0.0109027	0.00740475	0.00551291	0.0018461	0.00242015	0.00347858	0.00294126	0.00402186	0.00158253	0.00247393	0.000206744	0.00252112	0.00380118	0.0059698	0.00112855	0.000855886	0.000731707	0.00666704	0.00659035	0.00407619	0.0042642	0.000487124	0.00310451	0.00188525	0.0184035	0.00989299	0.0159434	0.0139576	0.00146097	0.00483396	0.00610248	0.0114585	0.00509256	0.00808366	0.00085701	3.33177e-05	0.0132069	0.0134977	0.000134297	0.0111091	0.00142898	6.41889e-05	0.00678184	0.000726101	0.00813138	0.0053812	0.00405421	0.0109021	0.00576083	0.00183234	0.00390356	0.00199773	0.00846629	0.00785966	0.00077551	0.000203433	5.17278e-05	0.00242087	0.00199712	0.00187631	0.00248298	0.00777456	0.000516117	0.00477236	0.000342535	0.00851677	0.0624023	0.0284875	0.0158537	0.014639	0.0328866	0.00687275	0.0178812	0.00631595	0.0135327	0.00572134	0.000671482	0.00142228	0.00346289	0.0125628	0.00367312	0.00106538	0.00951744	0.0356908	0.00909554	0.00598729	0.00922121	0.00220406	0.00230476	0.00524092	0.000746976	9.08667e-05	0.00527894	0.0107242	0.00813271	0.00678634	0.0160016	0.00533186	0.000539826	0.00136834	0.00345021	0.004169	0.0102881	0.00438456	0.00659626	0.00308144	0.000691943	0.00237909	0.0126851	0.00795167	0.00341877	0.00467882	0.00128755	0.00588168	0.0180336	0.0325472	0.00111592	0.00736641	0.00969699	0.000439528	0.00443711	0.0210288	0.000286744	0.00233735	0.000491338	0.0142995	0.00301054	0.00723509	0.0214707	0.00299063	0.00473953	0.00951973	0.00190981	0.00557357	0.00290262	0.0200909	0.00910497	0.00285806	0.0188699	0.00307163	0.0067261	0.737948	0.262052	2.984337
